"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Trinidad and Tobago","2003","Male","Not applicable","Percent","61.71832"
"Trinidad and Tobago","2003","Female","Not applicable","Percent","63.82593"
"Trinidad and Tobago","2003","All genders","Not applicable","Percent","62.75781"
"Trinidad and Tobago","2001","Male","Not applicable","Percent","64.40185"
"Trinidad and Tobago","2001","All genders","Not applicable","Percent","64.7286"
"Trinidad and Tobago","2001","Female","Not applicable","Percent","65.06395"
"Trinidad and Tobago","2000","Male","Not applicable","Percent","65.03464"
"Trinidad and Tobago","2000","Female","Not applicable","Percent","63.58821"
"Trinidad and Tobago","2000","All genders","Not applicable","Percent","64.32111"
"Trinidad and Tobago","1999","Male","Not applicable","Percent","68.84874"
"Trinidad and Tobago","1999","All genders","Not applicable","Percent","69.3112"
"Trinidad and Tobago","1999","Female","Not applicable","Percent","69.7869"
"Tunisia","2013","Female","Not applicable","Percent","91.35208"
"Tunisia","2013","Male","Not applicable","Percent","92.64909"
"Tunisia","2013","All genders","Not applicable","Percent","92.01517"
"Tunisia","2012","Male","Not applicable","Percent","93.04638"
"Tunisia","2012","All genders","Not applicable","Percent","92.19969"
"Tunisia","2012","Female","Not applicable","Percent","91.31393"
"Tunisia","2011","Male","Not applicable","Percent","92.23656"
"Tunisia","2011","Female","Not applicable","Percent","90.97522"
"Tunisia","2011","All genders","Not applicable","Percent","91.62016"
"Tunisia","2010","Female","Not applicable","Percent","90.32617"
"Tunisia","2010","All genders","Not applicable","Percent","90.90092"
"Tunisia","2010","Male","Not applicable","Percent","91.45021"
"Tunisia","2009","Female","Not applicable","Percent","91.36103"
"Tunisia","2009","Male","Not applicable","Percent","92.29494"
"Tunisia","2009","All genders","Not applicable","Percent","91.83843"
"Tunisia","2008","All genders","Not applicable","Percent","91.24595"
"Tunisia","2008","Male","Not applicable","Percent","91.89015"
"Tunisia","2008","Female","Not applicable","Percent","90.57256"
"Tunisia","2007","Female","Not applicable","Percent","89.06856"
"Tunisia","2007","Male","Not applicable","Percent","90.95764"
"Tunisia","2007","All genders","Not applicable","Percent","90.03399"
"Tunisia","2006","All genders","Not applicable","Percent","87.77406"
"Tunisia","2006","Female","Not applicable","Percent","87.85438"
"Tunisia","2006","Male","Not applicable","Percent","87.69729"
"Tunisia","2004","Male","Not applicable","Percent","89.31416"
"Tunisia","2004","Female","Not applicable","Percent","89.41085"
"Tunisia","2004","All genders","Not applicable","Percent","89.36134"
"Tunisia","2002","All genders","Not applicable","Percent","86.1944"
"Tunisia","2002","Female","Not applicable","Percent","86.13291"
"Tunisia","2002","Male","Not applicable","Percent","86.25284"
"Tunisia","2001","Male","Not applicable","Percent","86.93812"
"Tunisia","2001","Female","Not applicable","Percent","87.15002"
"Tunisia","2001","All genders","Not applicable","Percent","87.0414"
"Turkey","2014","Female","Not applicable","Percent","65.91608"
"Turkey","2014","Male","Not applicable","Percent","69.24449"
"Turkey","2014","All genders","Not applicable","Percent","67.61458"
"Uganda","2011","All genders","Not applicable","Percent","65.23439"
"Uganda","2011","Female","Not applicable","Percent","66.03322"
"Uganda","2011","Male","Not applicable","Percent","64.4475"
"Uganda","2010","All genders","Not applicable","Percent","67.39513"
"Uganda","2010","Male","Not applicable","Percent","65.44568"
"Uganda","2010","Female","Not applicable","Percent","69.37234"
"Uganda","2009","All genders","Not applicable","Percent","69.65116"
"Uganda","2009","Female","Not applicable","Percent","71.95269"
"Uganda","2009","Male","Not applicable","Percent","67.38111"
"Uganda","2008","All genders","Not applicable","Percent","71.64088"
"Uganda","2008","Male","Not applicable","Percent","69.53241"
"Uganda","2008","Female","Not applicable","Percent","73.77726"
"Uganda","2007","All genders","Not applicable","Percent","70.95043"
"Uganda","2007","Female","Not applicable","Percent","73.01149"
"Uganda","2007","Male","Not applicable","Percent","68.91469"
"Uganda","2006","All genders","Not applicable","Percent","66.30463"
"Uganda","2006","Male","Not applicable","Percent","65.99226"
"Uganda","2006","Female","Not applicable","Percent","66.62063"
"Uganda","2005","Female","Not applicable","Percent","70.44446"
"Uganda","2005","Male","Not applicable","Percent","69.74056"
"Uganda","2005","All genders","Not applicable","Percent","70.0906"
"Uganda","2004","Female","Not applicable","Percent","67.40218"
"Uganda","2004","All genders","Not applicable","Percent","66.56272"
"Uganda","2004","Male","Not applicable","Percent","65.73217"
"Uganda","2002","Female","Not applicable","Percent","71.99852"
"Uganda","2002","All genders","Not applicable","Percent","70.23281"
"Uganda","2002","Male","Not applicable","Percent","68.48489"
"Ukraine","2014","Female","Not applicable","Percent","68.82887"
"Ukraine","2014","All genders","Not applicable","Percent","68.21144"
"Ukraine","2014","Male","Not applicable","Percent","67.62987"
"Ukraine","2013","Male","Not applicable","Percent","73.40152"
"Ukraine","2013","All genders","Not applicable","Percent","74.27528"
"Ukraine","2013","Female","Not applicable","Percent","75.2043"
"Ukraine","2012","Female","Not applicable","Percent","84.64097"
"Ukraine","2012","All genders","Not applicable","Percent","83.91879"
"Ukraine","2012","Male","Not applicable","Percent","83.24044"
"Ukraine","2011","Male","Not applicable","Percent","89.66047"
"Ukraine","2011","All genders","Not applicable","Percent","90.33417"
"Ukraine","2011","Female","Not applicable","Percent","91.0517"
"Ukraine","2010","Female","Not applicable","Percent","88.43379"
"Ukraine","2010","All genders","Not applicable","Percent","87.84846"
"Ukraine","2010","Male","Not applicable","Percent","87.29686"
"Ukraine","2009","Female","Not applicable","Percent","80.78382"
"Ukraine","2009","Male","Not applicable","Percent","80.54156"
"Ukraine","2009","All genders","Not applicable","Percent","80.65932"
"Ukraine","2008","Female","Not applicable","Percent","77.98228"
"Ukraine","2008","All genders","Not applicable","Percent","78.02411"
"Ukraine","2008","Male","Not applicable","Percent","78.06378"
"Ukraine","2007","Female","Not applicable","Percent","76.19755"
"Ukraine","2007","Male","Not applicable","Percent","77.21086"
"Ukraine","2007","All genders","Not applicable","Percent","76.71708"
"Ukraine","2006","Female","Not applicable","Percent","72.71522"
"Ukraine","2006","All genders","Not applicable","Percent","72.93966"
"Ukraine","2006","Male","Not applicable","Percent","73.15316"
"Ukraine","2005","All genders","Not applicable","Percent","74.72183"
"Ukraine","2004","All genders","Not applicable","Percent","75.81414"
"Ukraine","2003","Female","Not applicable","Percent","73.68031"
"Ukraine","2003","All genders","Not applicable","Percent","74.04036"
"Ukraine","2003","Male","Not applicable","Percent","74.38266"
"Ukraine","1999","All genders","Not applicable","Percent","73.24791"
"United Arab Emirates","2013","Male","Not applicable","Percent","47.85947"
"United Arab Emirates","2013","All genders","Not applicable","Percent","47.45593"
"United Arab Emirates","2013","Female","Not applicable","Percent","47.02653"
"United Arab Emirates","2012","Female","Not applicable","Percent","48.42306"
"United Arab Emirates","2012","Male","Not applicable","Percent","49.33993"
"United Arab Emirates","2012","All genders","Not applicable","Percent","48.89577"
"United Arab Emirates","2011","All genders","Not applicable","Percent","49.35159"
"United Arab Emirates","2011","Male","Not applicable","Percent","49.76587"
"United Arab Emirates","2011","Female","Not applicable","Percent","48.91659"
"United Arab Emirates","2010","Female","Not applicable","Percent","44.71142"
"United Arab Emirates","2010","Male","Not applicable","Percent","46.61899"
"United Arab Emirates","2010","All genders","Not applicable","Percent","45.69652"
"United Arab Emirates","2009","Male","Not applicable","Percent","46.13407"
"United Arab Emirates","2009","All genders","Not applicable","Percent","45.16412"
"United Arab Emirates","2009","Female","Not applicable","Percent","44.1209"
"United Arab Emirates","2007","Male","Not applicable","Percent","42.10692"
"United Arab Emirates","2007","Female","Not applicable","Percent","41.69676"
"United Arab Emirates","2007","All genders","Not applicable","Percent","41.90922"
"United Arab Emirates","2006","Male","Not applicable","Percent","39.88661"
"United Arab Emirates","2006","All genders","Not applicable","Percent","39.3612"
"United Arab Emirates","2006","Female","Not applicable","Percent","38.79142"
"United Arab Emirates","2005","Male","Not applicable","Percent","43.00356"
"United Arab Emirates","2005","Female","Not applicable","Percent","41.81276"
"United Arab Emirates","2005","All genders","Not applicable","Percent","42.41936"
"United Arab Emirates","2004","Male","Not applicable","Percent","46.71912"
"United Arab Emirates","2004","All genders","Not applicable","Percent","44.47883"
"United Arab Emirates","2004","Female","Not applicable","Percent","42.20731"
"United Arab Emirates","2003","Male","Not applicable","Percent","49.59077"
"United Arab Emirates","2003","Female","Not applicable","Percent","48.77011"
"United Arab Emirates","2003","All genders","Not applicable","Percent","49.18349"
"United Arab Emirates","2002","Male","Not applicable","Percent","47.30007"
"United Arab Emirates","2002","All genders","Not applicable","Percent","46.57177"
"United Arab Emirates","2002","Female","Not applicable","Percent","45.81794"
"United Arab Emirates","2001","Male","Not applicable","Percent","46.58712"
"United Arab Emirates","2001","All genders","Not applicable","Percent","47.55559"
"United Arab Emirates","2001","Female","Not applicable","Percent","48.58746"
"United Arab Emirates","2000","All genders","Not applicable","Percent","47.97532"
"United Arab Emirates","2000","Female","Not applicable","Percent","47.4064"
"United Arab Emirates","2000","Male","Not applicable","Percent","48.51463"
"United Arab Emirates","1999","All genders","Not applicable","Percent","49.70259"
"United Arab Emirates","1999","Male","Not applicable","Percent","49.47159"
"United Arab Emirates","1999","Female","Not applicable","Percent","49.94565"
"United Republic of Tanzania","2013","All genders","Not applicable","Percent","62.24524"
"United Republic of Tanzania","2013","Male","Not applicable","Percent","62.54402"
"United Republic of Tanzania","2013","Female","Not applicable","Percent","61.94721"
"United Republic of Tanzania","2007","All genders","Not applicable","Percent","85.9694"
"United Republic of Tanzania","2007","Female","Not applicable","Percent","86.76528"
"United Republic of Tanzania","2007","Male","Not applicable","Percent","85.18571"
"United Republic of Tanzania","2006","All genders","Not applicable","Percent","83.93819"
"United Republic of Tanzania","2006","Male","Not applicable","Percent","82.99165"
"United Republic of Tanzania","2006","Female","Not applicable","Percent","84.90579"
"United Republic of Tanzania","2005","All genders","Not applicable","Percent","76.4828"
"United Republic of Tanzania","2005","Female","Not applicable","Percent","77.60115"
"United Republic of Tanzania","2005","Male","Not applicable","Percent","75.38546"
"United Republic of Tanzania","2004","All genders","Not applicable","Percent","75.33095"
"United Republic of Tanzania","2004","Male","Not applicable","Percent","75.05866"
"United Republic of Tanzania","2004","Female","Not applicable","Percent","75.60711"
"United Republic of Tanzania","2002","Male","Not applicable","Percent","90.83055"
"United Republic of Tanzania","2002","Female","Not applicable","Percent","89.54748"
"United Republic of Tanzania","2002","All genders","Not applicable","Percent","90.1905"
"United Republic of Tanzania","2001","Male","Not applicable","Percent","29.68377"
"United Republic of Tanzania","2001","All genders","Not applicable","Percent","30.58225"
"United Republic of Tanzania","2001","Female","Not applicable","Percent","31.48386"
"United Republic of Tanzania","1999","Male","Not applicable","Percent","12.81297"
"United Republic of Tanzania","1999","Female","Not applicable","Percent","14.89061"
"United Republic of Tanzania","1999","All genders","Not applicable","Percent","13.84774"
"United Republic of Tanzania","1998","Male","Not applicable","Percent","11.1052"
"United Republic of Tanzania","1998","All genders","Not applicable","Percent","11.95448"
"United Republic of Tanzania","1998","Female","Not applicable","Percent","12.81026"
